,year,file,industry,sic_code,sic_cat
279,1997,1997-11-06_864009,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
280,1997,1997-11-10_356809,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
281,1997,1997-11-10_791714,WHOLESALE-GROCERIES & RELATED PRODUCTS,5140,Wholesale Trade
282,1997,1997-11-10_916230,SERVICES-MISCELLANEOUS BUSINESS SERVICES,7380,Services
283,1997,1997-11-12_16343,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
284,1997,1997-11-12_354908,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS",3812,Manufacturing
285,1997,1997-11-12_51467,RETAIL-EATING PLACES,5812,Retail Trade
286,1997,1997-11-12_715273,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
287,1997,1997-11-12_82267,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS",3812,Manufacturing
288,1997,1997-11-12_95302,WHOLESALE-GROCERIES & RELATED PRODUCTS,5140,Wholesale Trade
289,1997,1997-11-13_919274,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
290,1997,1997-11-14_1038357,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
291,1997,1997-11-14_883241,SERVICES-PREPACKAGED SOFTWARE,7372,Services
292,1997,1997-11-14_923472,HOTELS & MOTELS,7011,Services
293,1997,1997-11-14_944647,HOTELS & MOTELS,7011,Services
294,1997,1997-11-17_105076,PAPER MILLS,2621,Manufacturing
295,1997,1997-11-17_68412,PAPER MILLS,2621,Manufacturing
296,1997,1997-11-19_1010472,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",2340,Manufacturing
297,1997,1997-11-19_801351,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",2340,Manufacturing
298,1997,1997-11-19_931058,TELEVISION BROADCASTING STATIONS,4833,Transportation
299,1997,1997-11-28_833226,"STEEL WORKS, BLAST FURNACES ROLLING MILLS (COKE OVENS)",3312,Manufacturing
300,1997,1997-12-01_803014,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
301,1997,1997-12-02_1018730,"COMMUNICATION SERVICES, NEC",4899,Transportation
302,1997,1997-12-02_771470,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
303,1997,1997-12-02_906282,SERVICES-PREPACKAGED SOFTWARE,7372,Services
304,1997,1997-12-04_719961,RETAIL-EATING PLACES,5812,Retail Trade
305,1997,1997-12-04_882160,RADIO BROADCASTING STATIONS,4832,Transportation
306,1997,1997-12-05_94136,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065,Wholesale Trade
307,1997,1997-12-11_80285,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
308,1997,1997-12-11_867098,SERVICES-HEALTH SERVICES,8000,Services
309,1997,1997-12-11_910723,RETAIL-DEPARTMENT STORES,5311,Retail Trade
310,1997,1997-12-17_838868,ELECTRIC SERVICES,4911,Transportation
311,1997,1997-12-18_1985,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
312,1997,1997-12-22_1018380,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
313,1997,1997-12-22_890572,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,5940,Retail Trade
314,1997,1997-12-29_733775,RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500,Retail Trade
315,1997,1997-12-31_790966,MISCELLANEOUS MANUFACTURING INDUSTRIES,3990,Manufacturing
316,1997,1997-12-31_829117,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",2842,Manufacturing
317,1998,1998-01-05_1007997,SERVICES-PREPACKAGED SOFTWARE,7372,Services
318,1998,1998-01-05_945429,SERVICES-PREPACKAGED SOFTWARE,7372,Services
319,1998,1998-01-06_64247,MISCELLANEOUS FABRICATED METAL PRODUCTS,3490,Manufacturing
320,1998,1998-01-06_879465,RETAIL-CATALOG & MAIL-ORDER HOUSES,5961,Retail Trade
321,1998,1998-01-06_890096,MISCELLANEOUS PLASTIC PRODUCTS,3080,Manufacturing
322,1998,1998-01-07_86135,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
323,1998,1998-01-13_828808,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
324,1998,1998-01-13_891103,TELEVISION BROADCASTING STATIONS,4833,Transportation
325,1998,1998-01-14_1003110,RETAIL-EATING PLACES,5812,Retail Trade
326,1998,1998-01-14_67494,BAKERY PRODUCTS,2050,Manufacturing
327,1998,1998-01-14_841074,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
328,1998,1998-01-14_899647,HOTELS & MOTELS,7011,Services
329,1998,1998-01-20_1019254,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359,Services
330,1998,1998-01-20_784681,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
331,1998,1998-01-20_79259,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
332,1998,1998-01-21_860731,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS",3310,Manufacturing
333,1998,1998-01-27_72945,GUIDED MISSILES & SPACE VEHICLES & PARTS,3760,Manufacturing
334,1998,1998-01-27_886171,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,7350,Services
335,1998,1998-01-27_928451,MISCELLANEOUS PLASTIC PRODUCTS,3080,Manufacturing
336,1998,1998-01-27_936468,GUIDED MISSILES & SPACE VEHICLES & PARTS,3760,Manufacturing
337,1998,1998-01-28_107263,NATURAL GAS TRANSMISSION,4922,Transportation
338,1998,1998-01-28_917062,SERVICES-PREPACKAGED SOFTWARE,7372,Services
339,1998,1998-01-29_62142,PETROLEUM REFINING,2911,Manufacturing
340,1998,1998-01-29_877355,TITLE INSURANCE,6361,"Finance, Insurance and Real Estate"
341,1998,1998-01-29_946826,SERVICES-VIDEO TAPE RENTAL,7841,Services
342,1998,1998-02-02_350571,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
343,1998,1998-02-04_859792,WHOLESALE-CONSTRUCTION & MINING (NO PETRO) MACHINERY & EQUIP,5082,Wholesale Trade
344,1998,1998-02-04_912244,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
345,1998,1998-02-12_1022222,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
346,1998,1998-02-13_1012100,UNSUPPORTED PLASTICS FILM & SHEET,3081,Manufacturing
347,1998,1998-02-13_799197,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359,Services
348,1998,1998-02-13_803497,RETAIL-EATING PLACES,5812,Retail Trade
349,1998,1998-02-13_905036,RETAIL-EATING PLACES,5812,Retail Trade
350,1998,1998-02-13_906780,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
351,1998,1998-02-17_88204,"PLASTICS PRODUCTS, NEC",3089,Manufacturing
352,1998,1998-02-18_895126,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
353,1998,1998-02-18_914144,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
354,1998,1998-02-24_357269,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
355,1998,1998-02-26_75608,MOTORS & GENERATORS,3621,Manufacturing
356,1998,1998-03-02_1055160,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
357,1998,1998-03-02_789951,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
358,1998,1998-03-02_812565,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
359,1998,1998-03-02_844327,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
360,1998,1998-03-03_100817,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",7320,Services
361,1998,1998-03-12_5611,PETROLEUM REFINING,2911,Manufacturing
362,1998,1998-03-13_870826,RETAIL-CATALOG & MAIL-ORDER HOUSES,5961,Retail Trade
363,1998,1998-03-24_916460,NONFERROUS FOUNDRIES (CASTINGS),3360,Manufacturing
364,1998,1998-03-26_319237,WHOLESALE-COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE,5045,Wholesale Trade
365,1998,1998-03-26_915870,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370,Services
366,1998,1998-03-30_743872,GOLD & SILVER ORES,1040,Mining
367,1998,1998-03-31_1014982,SERVICES-HELP SUPPLY SERVICES,7363,Services
368,1998,1998-04-01_1006638,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
369,1998,1998-04-02_875523,RETAIL-JEWELRY STORES,5944,Retail Trade
370,1998,1998-04-02_949587,ELECTRONIC COMPUTERS,3571,Manufacturing
371,1998,1998-04-03_1000449,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
372,1998,1998-04-06_876032,REFUSE SYSTEMS,4953,Transportation
373,1998,1998-04-15_704870,BITUMINOUS COAL & LIGNITE SURFACE MINING,1221,Mining
374,1998,1998-04-16_810724,HOTELS & MOTELS,7011,Services
375,1998,1998-04-16_905035,SERVICES-MOTION PICTURE THEATERS,7830,Services
376,1998,1998-04-21_34977,ELECTRONIC COMPONENTS & ACCESSORIES,3670,Manufacturing
377,1998,1998-04-23_949871,SERVICES-PREPACKAGED SOFTWARE,7372,Services
378,1998,1998-04-27_60860,"STEEL WORKS, BLAST FURNACES ROLLING MILLS (COKE OVENS)",3312,Manufacturing
379,1998,1998-04-27_702170,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
380,1998,1998-04-30_715842,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065,Wholesale Trade
381,1998,1998-04-30_915281,HOTELS & MOTELS,7011,Services
382,1998,1998-04-30_946763,WHOLESALE-GROCERIES & GENERAL LINE,5141,Wholesale Trade
383,1998,1998-05-04_922863,TRUCKING (NO LOCAL),4213,Transportation
384,1998,1998-05-05_911536,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
385,1998,1998-05-07_804219,HOTELS & MOTELS,7011,Services
386,1998,1998-05-07_919016,CONCRETE GYPSUM PLASTER PRODUCTS,3270,Manufacturing
387,1998,1998-05-08_46189,NATURAL GAS DISTRIBUTION,4924,Transportation
388,1998,1998-05-11_1003959,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
389,1998,1998-05-12_354392,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
390,1998,1998-05-13_1003958,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,4822,Transportation
391,1998,1998-05-13_806083,TELEVISION BROADCASTING STATIONS,4833,Transportation
392,1998,1998-05-15_947798,ELECTRONIC COMPONENTS & ACCESSORIES,3670,Manufacturing
393,1998,1998-05-21_355735,WHOLESALE-COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE,5045,Wholesale Trade
394,1998,1998-05-22_1012393,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,5013,Wholesale Trade
395,1998,1998-05-22_33081,REFRIGERATION & SERVICE INDUSTRY MACHINERY,3580,Manufacturing
396,1998,1998-05-29_911635,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
397,1998,1998-06-04_913338,INSURANCE AGENTS BROKERS & SERVICES,6411,"Finance, Insurance and Real Estate"
398,1998,1998-06-09_761648,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
399,1998,1998-06-11_912607,INDUSTRIAL ORGANIC CHEMICALS,2860,Manufacturing
400,1998,1998-06-16_874578,INDUSTRIAL ORGANIC CHEMICALS,2860,Manufacturing
401,1998,1998-06-17_20405,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
402,1998,1998-06-17_831001,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
403,1998,1998-06-22_1002115,HOTELS & MOTELS,7011,Services
404,1998,1998-06-23_1001244,OIL AND GAS FIELD EXPLORATION SERVICES,1382,Mining
405,1998,1998-06-23_355269,INDUSTRIAL INORGANIC CHEMICALS,2810,Manufacturing
406,1998,1998-06-24_856873,MALT BEVERAGES,2082,Manufacturing
407,1998,1998-06-29_1011166,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
408,1998,1998-06-29_898660,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
409,1998,1998-06-29_949606,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
410,1998,1998-06-30_805057,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
411,1998,1998-07-01_884063,,3949,Manufacturing
412,1998,1998-07-01_922597,SURETY INSURANCE,6351,"Finance, Insurance and Real Estate"
413,1998,1998-07-02_1006604,SERVICES-HOME HEALTH CARE SERVICES,8082,Services
414,1998,1998-07-02_778709,"SAUSAGE, OTHER PREPARED MEAT PRODUCTS",2013,Manufacturing
415,1998,1998-07-02_875159,SURETY INSURANCE,6351,"Finance, Insurance and Real Estate"
416,1998,1998-07-02_87822,SERVICES-PREPACKAGED SOFTWARE,7372,Services
417,1998,1998-07-02_906247,SURETY INSURANCE,6351,"Finance, Insurance and Real Estate"
418,1998,1998-07-06_879306,TELEVISION BROADCASTING STATIONS,4833,Transportation
419,1998,1998-07-08_882160,RADIO BROADCASTING STATIONS,4832,Transportation
420,1998,1998-07-10_1007783,RETAIL-EATING PLACES,5812,Retail Trade
421,1998,1998-07-13_21686,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
422,1998,1998-07-13_833299,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),2836,Manufacturing
423,1998,1998-07-15_849303,PERIODICALS: PUBLISHING OR PUBLISHING AND PRINTING,2721,Manufacturing
424,1998,1998-07-15_878594,SERVICES-PREPACKAGED SOFTWARE,7372,Services
425,1998,1998-07-17_877937,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
426,1998,1998-07-17_906520,"OIL, GAS FIELD SERVICES, NBC",1389,Mining
427,1998,1998-07-17_910322,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
428,1998,1998-07-20_36377,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
429,1998,1998-07-20_902010,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),2836,Manufacturing
430,1998,1998-07-20_916606,SERVICES-HELP SUPPLY SERVICES,7363,Services
431,1998,1998-07-21_860546,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
432,1998,1998-07-23_902793,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL,2300,Manufacturing
433,1998,1998-07-24_923142,GRAIN MILL PRODUCTS,2040,Manufacturing
434,1998,1998-07-27_1021970,FINANCE SERVICES,6199,"Finance, Insurance and Real Estate"
435,1998,1998-07-27_1021971,FINANCE SERVICES,6199,"Finance, Insurance and Real Estate"
436,1998,1998-07-27_876516,COMPUTER COMMUNICATIONS EQUIPMENT,3576,Manufacturing
437,1998,1998-07-27_897708,FINANCE SERVICES,6199,"Finance, Insurance and Real Estate"
438,1998,1998-07-28_355313,NATURAL GAS TRANSMISSION & DISTRIBUTION,4923,Transportation
439,1998,1998-07-28_913267,PUMPS & PUMPING EQUIPMENT,3561,Manufacturing
440,1998,1998-07-29_1034812,MISCELLANEOUS BUSINESS CREDIT INSTITUTION,6159,"Finance, Insurance and Real Estate"
441,1998,1998-07-29_863445,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",5080,Wholesale Trade
442,1998,1998-07-31_719612,SERVICES-PREPACKAGED SOFTWARE,7372,Services
443,1998,1998-07-31_812490,SERVICES-PREPACKAGED SOFTWARE,7372,Services
444,1998,1998-07-31_822079,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
445,1998,1998-08-05_1014739,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090,Services
446,1998,1998-08-05_738992,"HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES",3433,Manufacturing
447,1998,1998-08-06_44319,"ELECTRONIC COMPONENTS, NEC",3679,Manufacturing
448,1998,1998-08-10_1013547,LABORATORY ANALYTICAL INSTRUMENTS,3826,Manufacturing
449,1998,1998-08-10_1016168,SERVICES-NURSING & PERSONAL CARE FACILITIES,8050,Services
450,1998,1998-08-10_882259,AGRICULTURE CHEMICALS,2870,Manufacturing
451,1998,1998-08-12_944405,ELECTRONIC COMPUTERS,3571,Manufacturing
452,1998,1998-08-12_9672,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
453,1998,1998-08-13_1041855,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
454,1998,1998-08-18_875525,MISCELLANEOUS CHEMICAL PRODUCTS,2890,Manufacturing
455,1998,1998-08-21_949369,"MOTORCYCLES, BICYCLES & PARTS",3751,Manufacturing
456,1998,1998-08-25_805330,SERVICES-PREPACKAGED SOFTWARE,7372,Services
457,1998,1998-08-27_1027287,INSURANCE AGENTS BROKERS & SERVICES,6411,"Finance, Insurance and Real Estate"
458,1998,1998-08-28_53678,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
459,1998,1998-09-01_774055,SERVICES-MANAGEMENT SERVICES,8741,Services
460,1998,1998-09-02_933151,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS,3652,Manufacturing
461,1998,1998-09-03_763657,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
462,1998,1998-09-03_849978,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
463,1998,1998-09-03_850669,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
464,1998,1998-09-03_945248,WHOLESALE-PAPER AND PAPER PRODUCTS,5110,Wholesale Trade
465,1998,1998-09-04_11884,MISCELLANEOUS CHEMICAL PRODUCTS,2890,Manufacturing
466,1998,1998-09-04_857488,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
467,1998,1998-09-09_929807,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,3825,Manufacturing
468,1998,1998-09-11_1028726,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,7350,Services
469,1998,1998-09-11_797977,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512,"Finance, Insurance and Real Estate"
470,1998,1998-09-11_820806,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512,"Finance, Insurance and Real Estate"
471,1998,1998-09-11_865828,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512,"Finance, Insurance and Real Estate"
472,1998,1998-09-15_723610,ELECTRONIC COMPUTERS,3571,Manufacturing
473,1998,1998-09-16_1012468,CARPETS AND RUGS,2273,Manufacturing
474,1998,1998-09-17_878901,RETAIL-EATING PLACES,5812,Retail Trade
475,1998,1998-09-18_882741,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
476,1998,1998-09-23_102499,REFUSE SYSTEMS,4953,Transportation
477,1998,1998-09-24_868424,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
478,1998,1998-09-24_880229,SERVICES-PREPACKAGED SOFTWARE,7372,Services
479,1998,1998-09-25_1017968,SERVICES-HELP SUPPLY SERVICES,7363,Services
480,1998,1998-09-28_1009526,"ELECTRIC, GAS & SANITARY SERVICES",4900,Transportation
481,1998,1998-09-28_1042647,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
482,1998,1998-09-28_799902,INSURANCE AGENTS BROKERS & SERVICES,6411,"Finance, Insurance and Real Estate"
483,1998,1998-09-30_723574,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
484,1998,1998-10-01_906347,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
485,1998,1998-10-01_919957,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
486,1998,1998-10-02_1030896,"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS",5130,Wholesale Trade
487,1998,1998-10-05_832404,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835,Manufacturing
488,1998,1998-10-05_900095,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
489,1998,1998-10-14_920729,SERVICES-PREPACKAGED SOFTWARE,7372,Services
490,1998,1998-10-15_734380,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
491,1998,1998-10-15_858339,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
492,1998,1998-10-16_1011902,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
493,1998,1998-10-16_810334,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
494,1998,1998-10-16_830122,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
495,1998,1998-10-16_849976,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
496,1998,1998-10-19_771249,MOTOR VEHICLE PARTS & ACCESSORIES,3714,Manufacturing
497,1998,1998-10-20_732715,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
498,1998,1998-10-20_893329,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
499,1998,1998-10-21_743872,GOLD & SILVER ORES,1040,Mining
500,1998,1998-10-21_843010,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
501,1998,1998-10-21_890445,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
502,1998,1998-10-30_1046676,DAIRY PRODUCTS,2020,Manufacturing
503,1998,1998-11-04_1007518,SERVICE INDUSTRIES FOR THE PRINTING TRADE,2790,Manufacturing
504,1998,1998-11-06_837330,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
505,1998,1998-11-09_795090,SERVICES-PREPACKAGED SOFTWARE,7372,Services
506,1998,1998-11-10_1017362,RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,5734,Retail Trade
507,1998,1998-11-10_855932,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
508,1998,1998-11-12_1017829,"SERVICES-SERVICES, NEC",8900,Services
509,1998,1998-11-12_1071645,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065,Wholesale Trade
510,1998,1998-11-12_311174,HOTELS & MOTELS,7011,Services
511,1998,1998-11-12_316554,HOTELS & MOTELS,7011,Services
512,1998,1998-11-12_317859,HOTELS & MOTELS,7011,Services
513,1998,1998-11-12_700664,HOTELS & MOTELS,7011,Services
514,1998,1998-11-12_737876,HOTELS & MOTELS,7011,Services
515,1998,1998-11-13_818155,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
516,1998,1998-11-13_925052,SERVICES-TESTING LABORATORIES,8734,Services
517,1998,1998-11-17_785557,SERVICES-HELP SUPPLY SERVICES,7363,Services
518,1998,1998-11-18_1003007,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES,5122,Wholesale Trade
519,1998,1998-11-19_774557,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
520,1998,1998-11-19_782975,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
521,1998,1998-11-19_789292,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
522,1998,1998-11-20_81764,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
523,1998,1998-11-24_775298,RETAIL-EATING PLACES,5812,Retail Trade
524,1998,1998-11-25_76696,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
525,1998,1998-11-30_1074404,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
526,1998,1998-12-01_818268,ELECTRIC HOUSEWARES & FANS,3634,Manufacturing
527,1998,1998-12-03_861184,SHEET METAL WORK,3444,Manufacturing
528,1998,1998-12-04_717216,OPERATIVE BUILDERS,1531,Construction
529,1998,1998-12-04_789881,POULTRY SLAUGHTERING AND PROCESSING,2015,Manufacturing
530,1998,1998-12-07_771249,MOTOR VEHICLE PARTS & ACCESSORIES,3714,Manufacturing
531,1998,1998-12-10_1000189,"COATING, ENGRAVING & ALLIED SERVICES",3470,Manufacturing
532,1998,1998-12-10_898128,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
533,1998,1998-12-11_40703,"ELECTRONIC COMPONENTS, NEC",3679,Manufacturing
534,1998,1998-12-14_821480,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
535,1998,1998-12-16_1017799,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES,5122,Wholesale Trade
536,1998,1998-12-16_721371,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES,5122,Wholesale Trade
537,1998,1998-12-22_1008990,MALT BEVERAGES,2082,Manufacturing
538,1998,1998-12-23_830104,SERVICES-ENGINEERING SERVICES,8711,Services
539,1998,1998-12-29_1004521,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
540,1998,1998-12-31_717303,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
